"","text"
"194"," boleh mengkritik ta buat kentingan bersama hanya  hari ko dari da kedenya kita menyelekan aturan merinyah lihat setelah lock down  hari yg sekarang sedang dijalan tidak ada hasilnya tetedirumah stay safety cuma  haritolong nurut sama merintah tolong banget"
"195"," kita yg bekerja di bidang retail sangat merasakan damk dari korona ini banyak temen kita yg dirumahkan karna ndemic ini semoga tidak ada lockdown dan keadaaan cet lih kembali tolong tuhin aturan merintah tolong bangettolong nurut sama merintah tolong banget"
"196"," kita yg bekerja di bidang retail sangat merasakan damk dari korona ini banyak temen kita yg dirumahkan karna ndemic ini semoga tidak ada lockdown dan keadaaan cet lih kembali tolong tuhin aturan merintah tolong bangettolong belajar dari negara yg kena damk corona kkemarin di taiwan sini lebih dulu terkena corona "
"197","sekarang malah di indonesia lebih banyak dari taiwantolong berlakukan lockdown untuk sementara waktubiar wabah dat terkendalito be brutally honest"
"198"," indonesia does not have what it takes to execute lockdown kucuran dana thok ngawur"
"199"," india gelontorkan  triliun ttchaos tu  akhirnya damk nyebaran virusnya lebih rah beruntung"
"200"," kita gak sami lockdown"
"201"," ta karantina wilayah dukung  doakan tksh k esiden langkah anda tet sekali dg tdk lock down"
"202","damk ekonomi rakyat kecil dan menengah terimbas klw daerah di isolasitksh k esiden langkah anda tet sekali dg tdk lock down"
"203","damk ekonomi rakyat kecil dan menengah terimbas klw daerah di isolasitingkat kematian covid di indonesia "
"204",""
"205"," hamr x lit dari rata kematian di asia tenggara  merintah telah dan sedang terus berusaha oimal utk mengatasinya yg rlu kita lakukan adl jangan nik"
"206"," tetawasda"
"207"," ikuti semua imbauan merintah"
"208"," dan terus berdoa ctwittercomygfeazacratingkat kematian akibat covid di indonesia ada di ringkat kedua di dunia mentolo tak merintah ikitinggal tunggu aja sih"
"209"," damk dari lockdown dan dirumahaja tindak kriminalitas akan meningkat tinggal tunggu aja sih"
"210"," damk dari lockdown dan dirumahaja tindak kriminalitas akan meningkat tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya klo cuma himbauan kyknya gak ngefek k"
"211"," sekarang aja udah mulai banyak yg mudiktinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya klo cuma himbauan kyknya gak ngefek k"
"212"," sekarang aja udah mulai banyak yg mudiktinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal nunggu arus mudik biar covid  lebih merata di indonesia semoga merintah sudah mengantisisinya tinggal enak di negara orang"
"213"," ta terus menyerukan agar masyarakat indonesia tidak rcaya dengan merintah dalam menangani kasus covid jangan jadi ngkhianattinggal berharasama k gubernur kalifornia gue gak tau mana yg lebih ngeri utk covid"
"214"," merintah inkomten kayak indonesia atau merintah federal yg kejam tidak usah mencemooh terhadamerintah"
"215"," dari awal hingga sekarang esiden jokowi terus berusaha mengatasi dan mencegah nyebaran covid di indonesiatidak tegas itu betul negara lain jelas aturannya lockdown untuk mengurangi damk sitif covid yang masih an kenaikannya malaysia sitif covid sudah  langsung tegas lockdown sementara di sini masih ribet dengan istilahâ ngganti lockdowntidak semudah itu untuk lockdown kakak ada rhitungan damk yang ditimbulkan sitif dan negatif untuk menentukan kebijakan saat ini damknya mayoritas bukan ke merintah"
"216"," teta keda kerja harian"
"217"," dll karena setiakondisi negara maun daerah itu berbedatidak semudah itu untuk lockdown bosque ada rhitungan damk yang ditimbulkan sitif dan negatif untuk menentukan kebijakan saat ini damknya mayoritas bukan ke merintah"
"218"," teta keda kerja harian"
"219"," kenikan yang bisa saja berujung anarkis"
"220"," dlltidak lockdown n bisa lebih krisis lagi"
"221"," yaitu krisis kesehatan"
"222"," kalau damk corona sudah semakin luas"
"223"," masyarakat bisa nik"
"224"," tidak kriminal dan njarahan bisa saja terjadi untuk sementara kita bisa makan dari a yg bisa di hasilkan oleh alam bumi indonesiatidak ada yg menjamin masuk tidaknya keberadaa virus covid da suatu negara ta sebelum mewabah di indonesia merintah sudah diingatkan akan keberadaan virus inidan inilah jawabannyasilahkan anda lajarimiss maia tibatiba kekir gini masyarakat indonesia kok byk yg nyalahin merintahnya ya"
"225"," mereka bilang merintah kurang tegas lah bikin raturan utk stay at home"
"226"," atau terlambat me lock down daerah lah atau mereka menyalahkan covid menyebar karena merintah kurang tanggalahthank you keda merintah walau minim sosialisasi ta osesnya mudah  cet i love indonesia i hate covid ctwittercomtxgujqstetamengikuti anjuran merintah untuk sesalu menjaga kesehatan"
"227"," gunakan masker "
"228"," berjemur di atas jm  gi"
"229"," dan berdoa semoga covid di indonesia segera berakhir  amin tetakuat merintah indonesia terus semangat ra tim medis di sejumlah rumah sakit selalu jaga kesehatan dan senantiasa berdoa saudaraku se tanah air tuhan beserta kita semua"
"230"," amin covid stayathometetakuat merintah indonesia terus semangat ra tim medis di sejumlah rumah sakit selalu jaga kesehatan dan senantiasa berdoa saudaraku se tanah air tuhan beserta kita semua"
"231"," amin covid stayathometetajag kesehatan mbak nya"
"232","tetasemangat"
"233","dan tetacantik"
"234","kita ikut himbauan merintah dan saran dokter indonesia mam lawan covid initetabersabar"
"235"," taat keda merintah dan doakan kebaikan untuk negeri sabar taat merintah indonesia doakannegeri dirumahaja covid corona cegahcorona channel telegram  twitter twittercomrtqbeztetaaman dan sehat mas kami doakan semua team medis  smua yg bekerja di garda terden dlm menangani sien covid diberikan kekuatan"
"236"," kesehatan  kesabaran extra kami mendukung semua uya merintah atasi ndemi ini bangsa indonesia bersatu bisa atasi covidtes masal lah"
"237"," nanti bakal tau sia aja yg terkena damk virus ini terus di isolasi kalau lock down negara kita belum siadehterus org minta esiden berlakukan lock down begitu kaha tdk tambah runyam dan esiden akan dihajar terus krn damk lock down itu  cukuyg berkomten yg ambil kebijakan dan laksanakan org awam ikut sj dgn soyg adajgn dibawa kmn ag litikterus a langkah merintah sami saat ini menyuruh kami rakyat indonesia hanya berdiam diri dirumah"
"238"," yang kami butuhkan bukan hanya menghimbau"
"239"," ta bekerja"
"240"," mengatur"
"241"," bahkan kalau rlu memaksa karena itu wewenang negara lihat jumlah sien covid sami saat ngeri bangetterus a langkah merintah sami saat ini menyuruh kami rakyat indonesia hanya berdiam diri dirumah"
"242"," yang kami butuhkan bukan hanya menghimbau"
"243"," ta bekerja"
"244"," mengatur"
"245"," bahkan kalau rlu memaksa karena itu wewenang negara lihat jumlah sien covid sami saat ngeri bangetternyata kaum agamawan"
"246"," ofesi"
"247"," litisi busuk dan mbenci nkri ndukung lockdown"
"248"," la kirnya masih level local"
"249"," belum global"
"250"," beda dg k jokowi a mereka ga liat damk buruk dari lockdown di negara italy"
"251"," india dan mexico terlihat bgmn hebat nya strategi esiden kusteby step"
"252"," ga s mrk yg cm teriak lockdown tan mikir damk sosial nya s yg saat ini terjadi di india terimakasih k jokowi sangat bijak mengantisisi nanganan covid berjalan dng aman dan damai tetadukung merintah dlm menghada covid tetawasda"
"253"," ternyata msh banyak yg ingin membuat kekacauan di negeri ini tetasemangat k jokowiindonesia aman dan damaiterima kasih utk semua usaha k esiden dan semua staf merintah dlm menangani covid semoga allah melindungi semua bangsa indonesia dlm keadaan sehat yg sakit semoga segera allah angkat nyakitnya barakallahu fiik k esidenterima kasih ustad "
"254"," teruslah mengingatkan merintah kita demi keselamatan masyarakat indonesia dari wabah covid  initerima kasih sudah mengingatkan alhamdulillah sjk februari ketika byk yg belum melek bahaya corona"
"255"," ketika merintah indo justru sibuk omo wisata indonesia "
"256","sy sdh mengingatkn keluarga utk wasda ndemik covid  ini ok mudahan kita semua bisa melewati masa sulit ini caoterima kasih ibu maia atas kedulian sosialnya"
"257"," semoga kita tetabisa saling membantu satu sama lain dan rcayalah merintah akan tetaberuya semaksimal mungkin agar covid ini lenyadari bumi indonesia"
"258"," yang lalu biar berlalu"
"259"," kita songsong indonesia yang lebih baikterima kasih covid"
"260"," kami rakyat indonesia jadi tau selama ini  juta langan kerjaan itu ternyata buat rakyat china dan ngelolaan negara oleh merintah yang sangat amatiran dan merugikan rakyatnya sendiri hanya untuk memrtebal isi kantong sendiriterima kasih covid"
"261"," kami rakyat indonesia jadi tau selama ini  juta langan kerjaan itu ternyata buat rakyat china dan ngelolaan negara oleh merintah yang sangat amatiran dan merugikan rakyatnya sendiri hanya untuk memrtebal isi kantong sendiriterima kasih covid"
"262"," kami rakyat indonesia jadi tau selama ini  juta langan kerjaan itu ternyata buat rakyat china dan ngelolaan negara oleh merintah sangat amatiran dan merugikan rakyatnya sendiri hanya untuk memrtebal isi kantong sendiriterima kasih covid"
"263"," kami rakyat indonesia jadi tau selama ini  juta langan kerjaan itu ternyata buat rakyat china dan ngelolaan negara oleh merintah sangat amatiran dan merugikan rakyatnya sendiri hanya untuk memrtebal isi kantong sendiriterima kasih banyak k "
"264"," di dengar merintah ataun tidak"
"265"," diawal tahun ini kita sudah kalah telak  telat mengatasi covid  telat mengatasi kestabilan rekonomian indonesia semoga merintah segera sadar dan mengesamngkan ego  idealisnya demi rakyat terima kasih kebijakan yg diharaan adalah sulit mengurangi damk serangan bila laju masuknya tidak dikendalikan baca tutulock down selanjutnya r daerah bisa mengambil kebijakan yg sama oteksi yg belum terkenacc mulai skarang mari kita berikan semangat keda esiden dan merintah sat mengatasi nyebaran covid salam indonesia sehat jangan terovokasi oleh issue yg di sebarkan oleh kelomk kadrun yg sakit hati stoolitisasicorona salamindonesiasehatteman teman social distancing itu tidak selalu harus lock down ta sedikit menjaga jarak"
"266"," agar virus harus berkerja ekstra jika mau membuat kita sakit namun tetamembuat roda ekonomi bertar"
"267"," jadi kegiatan yang nya damk ekonomi tetap"
"268"," yang tidak dibatasi sementarategassama rakyat  merintah saja santai dlm menangani covid dahal akan mengorbankan banyak nyawa rakyat  tegas tegas tegas juga dong  cuma di indonesia tegas tdk temtnya tau sendiri lah merintah kita"
"269"," sblm corona masuk indonesia aja da guyon ngga rsian a  temt buat antisisi covid baru kena tau rasa"
"270"," eh gatau nding gajelas juga tau nggak damk a saja dari kasus yang sekarang"
"271"," covid indonesia nggak sendirian"
"272"," yang mengalami keruntuhan rekonomian bahkan seluruh dunia sedang mengalami jadi jangan salahkan jokowi kamu sendiri sudah membantu merintah belum dengan dirumahaja  semoga sudah yaata toh saat ini bukan saatnya kita blame negara atau merintah atau keadaan kita saat ini fokus ke solusi indonesia masyarakatnya jutaan kemungkinan buat covid nyebar itu besar covid threadcoronata ditolak gara menkosaurus  turki tawarkan tes cet covid da merintah indonesia ta dengan adanya berita ini"
"273",""
"274"," bukan berarti masyarakat menjadi lengah tetaharus wasda dan ikuti anjuran merintah wfh"
"275"," social distancing"
"276"," selalu kai masker dimanan semangat indonesia kita sti bisa lawan covid tanya sama bosnya menkes"
"277"," ngain juga dari januari dan februari  masih sibuk genjot riwisata kasih diskon tiket"
"278"," bahkan saat covid ini sudah masuk ke indonesia"
"279"," merintah masih buka gerbang tka tiongkok masuk tanggung jawab yang bilang virus china covid tidak masuk indonesia jokowidibawahketiakluhut merintah mengumumkan ada nambahan jumlah sien meninggal akibat virus corona covidtamknya raturan yang dibuat oleh merintah kurang keras dalam masalah stimulus kredit karena masih banyak hak leasing ataun bank yang ada di indonesia untuk seakan akan tidak menghargai dan mentaati raturan yang dibuat merintah imbas dari covid covidindonesiatakut damk isu tar tau boom mewabah seindonesia"
"280"," kota lockdowntakut damk isu tar tau boom mewabah seindonesia"
"281"," kota lockdowntak nya nuranikah"
"282"," ditengah wabah corona melanda seisi negeri merintah semtnya memikirkan oyek ibukota baru jalan terus situu warass merintah indonesia stikan oyek ibu kota baru tetajalan meski ndemi covid hantam global tadi habis baca berita ada ibuibu dari banten meninggal karena hanya meminum air galon selama  hari untuk menahan rasa lar kerasakandamk dari lockdown kita di lockdown ta nggak di kasih tunjangan a a lamaâmeninggal kita semuacovidindonesia lockdowneffecttadi baru cerita dengan njual tahu gejrot dekat tm gym setelah balik latihan"
"283"," sedikit cerita keluh kesal mereka dari damk lockdown ini masukan kurang"
"284"," dikarenakan mereka cuman bisa berjualan mohonlah buat merintah agak di kirin nasib mereka yg berjualan ini "
"285",""
"286"," secara tak langsung saman sudah mengakui kemajuan negara ini dibawah kemimnan esiden ri b "
"287"," terkait lockdown tentunya merintah sudah mengkaji dgn ra ahli dan tokoh bangsa ini demi indonesia yg sehat bebas dari ndemi covid muehehehesy rcaya k merintah bersama guna cara menangani serta menanggulangi damk virus covid  dan sy berharak semua masyarakat indonesia"
"288"," mari kita bahu membahu sama untuk mengatasinya satukanvisicekalcorona covidout dirumahsajasy dukung bunda maia"
"289"," benar a yg dikatakan bunda maia masih banyak orangorang ini jadi tukang nyinyir merintah sdh berjibaku dg segala uya mengatasi wabah covid  ta tidak dihargai oleh ra tukang nyinyir covid  ini bukan di indonesia saja"
"290"," ta masalah global sy cuman bisa komen wuhan lockdown total berhasil"
